Comune,Provincia,Categoria,Classificazione,Denominazione,CAP,Indirizzo,Gestore,Città,Località,Telefono,FAX,Cellulare,Indirizzo internet,Indirizzo di posta elettronica,Codice ISTAT,Numero struttura,Longitudine,Latitudine,,,,,
Amandola,FERMO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO MADONNA DI PIANA,63021,contrada Piana 4,LUIGI MASILI,AMANDOLA,AMANDOLA,0736 848262,,338 1606640,,gabriele.marini@coldiretti.it,109002,1431,13355,42.9851,,,,,
Amandola,FERMO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO SAN LORENZO,63021,contrada San Lorenzo 3,GRAZIELLA PELLONI,AMANDOLA,AMANDOLA,0736 847535,0736 847535,338 3462890,www.agriturismo-nelle-marche.net,graziella.pelloni@libero.it,109002,1430,13.3828,43.0015,,,,,
Amandola,FERMO,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO TERRA DI MAGIE,63021,c.da Cerrara 2,PATRIZIA ALLOISIO,AMANDOLA,AMANDOLA,0736 096155,,333 8868723,www.terradimagie.it,noi@terradimagie.it,109002,15680,13.3587,42.9807,,,,,
Amandola,FERMO,BED & BREAKFAST,BedBreakfast,B&B CASA CHIOCCIOLA DI BERNHARD WARNER,63021,'contrada Sant'' Ippolito 15',BERNHARD WARNER,AMANDOLA,AMANDOLA,65123714,,3341954701,,bwarner@gmail.com,109002,13833,13.3435,43.0168,,,,,
Amandola,FERMO,BED & BREAKFAST,BedBreakfast,B&B IL NASCONDIGLIO DI FAYERS MARK ANDREW,63021,Villa Conti 21,MARK ANDREW FAYERS,AMANDOLA,AMANDOLA,0736 610904,,346 9698482,nascondiglio.com,hideawayamandola@aol.com,109002,15832,13.4059,42.9829,,,,,
Amandola,FERMO,BED & BREAKFAST,BedBreakfast,B&B LA CASETTA ROSSA 1840,63021,villa rustici 24,CHIARA PATERNESI MELONI,AMANDOLA,AMANDOLA,0734 890493,734890493,338 6995076,,casettarossa1840@hotmail.it,109002,14609,13.3392,42.9954,,,,,
Amandola,FERMO,BED & BREAKFAST,BedBreakfast,B&B LA VENA DI SACCUTI COSTANTINO,63021,via villa la vena 24,COSTANTINO SACCUTI,AMANDOLA,AMANDOLA,0736 847263,,329 3600323,,giuliosaccuti@live.com,109002,14712,13.3627,42.9571,,,,,
Amandola,FERMO,ALLOGGI IN AFFITTO,Affittacamere,BORGO DELLE FATE,63021,GUGLIELMUCCI  2,ELIO PERLA,AMANDOLA,AMANDOLA,,,3284524349,,borgodellefate@virgilio.it,109002,18485,,,,,,,
Amandola,FERMO,TURISMO RURALE,Country House,COUNTRY HOUSE LA QUERCETA DI MARNACCHIA,63021,Villa Marnacchia 2,GIOVANNA MARIA  GALBIATI,AMANDOLA,AMANDOLA,3498465231,,3289108919,www.laquercetadimarnacchia.it,gio@la quercetadimarnacchia.it,109002,13832,13.3925,42.9866,,,,,
Amandola,FERMO,ALLOGGI IN AFFITTO,Affittacamere,DIMORA DELLA SIBILLA,63021,,JULIANA TAMARA GRIFFITHS,AMANDOLA,AMANDOLA,,,3319506904,,griffiths.tamara@gmail.com,109002,18462,,,,,,,
Amandola,FERMO,ALBERGHI,Alberghi 3 stelle,HOTEL PARADISO,63021,Piazza Umberto I 7,ORESTE CURI,AMANDOLA,AMANDOLA,736847468,736847468,3332078257,sibillinihotels.it,hparadiso@inwind.it,109002,11386,13358,42.9806,,,,,
Amandola,FERMO,ALLOGGI IN AFFITTO,Affittacamere,IL CONVENTO  (BIANCATELLI GIUSEPPINA),63021,via Zoccolanti 2,,AMANDOLA,AMANDOLA,0736847882; 0736 847619,,368 7851513,www.camereilconvento.it,info@camereilconvento.it,109002,815,13.3587,42.9807,,,,,
Amandola,FERMO,ALLOGGI AGRITURISTICI,Agriturismi,TENUTA LE PIANE,63021,Villa Piane 21,ALESSANDRA PASQUALETTI RICCI,AMANDOLA,AMANDOLA,736847641,736848557,3387307918,www.anticatenutalepiane.com,info@anticatenutalepiane.com,109002,1432,13331,42.9931,,,,,
Amandola,FERMO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,VAN EGMOND JOHANNES,63021,c.da Cerrara 1,JOHANNES VAN EGMOND,AMANDOLA,c.da Cerrara,,,,,wanne_van_egmond@hotmail.com,109002,16903,,,,,,,
Amandola,FERMO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,LA MELA ROSA,63021,località Villa Caccianebbia 4,BETTS PAULINE,AMANDOLA,località Villa Caccianebbia,736847769,736091377,,,randpbetts@gmail.com,109002,17521,,,,,,,
Amandola,FERMO,AREE DI SOSTA (PLEIN AIR),Aree di sosta di eccellenza,AREA SOSTA CAMPER I SIBILLINI,63021,,AREA DI SOSTA AREA DI SOSTA CAMPER,AMANDOLA,Zona Piandicontro,,,,,,109002,15811,,,,,,,
Amandola,FERMO,ALLOGGI AGRITURISTICI,Agriturismi,AZIENDA AGRICOLA VITALI PINO E MASSIMO,63021,C:DA PINO DI CONTRO sn,PINO VITALI,AMANDOLA,,,,,,inestitente@regione.it,109002,18379,,,,,,,
Amandola,FERMO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,COLLINS JAMES PAUL,63021,,JAMES PAUL COLLINS,AMANDOLA,,,,,,,109002,18239,,,,,,,
Amandola,FERMO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,COLLINS JAMES PAUL,63021,c.da Lera 5,JAMES PAUL COLLINS,AMANDOLA,,,,,,assistant_studiolegale@yahoo.it,109002,16689,,,,,,,
Amandola,FERMO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,GERIG ROBERT ANTHONY,63021,contrada Scheggia 11,ROBERT ANTHONY GERIG,AMANDOLA,,,,447909222458,,robertgerig@gmail.com,109002,16685,,,,,,,
Amandola,FERMO,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,LA MIRABELLA,63021,c.da Friano 5,"CAREL, FIONA MARY FEUTH, BIGGS",AMANDOLA,,0736 848807,,328 2869144,www.lamirabella.com,cfeuth@gmail.com,109002,18347,,,,,,,
Amandola,FERMO,ALLOGGI IN AFFITTO,Affittacamere,VILLA FLO,63021,via Fabio Filzi 2,FIORELLA BONFIGLI,AMANDOLA,,0736 848814,,349 5545516,,b.flo@libero.it,109002,17682,,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,'ALLE PORTE DELLA CITTA''',60100,Via Montedago 37,Carla Francesca Salvini,ANCONA,ANCONA,712814673,,,,carlotta.salvini@alice.it,42002,18822,,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,'B&B VILLA  NGIOLO''',60100,via Marecchia 9,MARIO JESARI,ANCONA,ANCONA,71889723,71889723,3395090901; 3496665283,www.villangiolo.com,info@villangiolo.com,42002,13767,13.4616,43.6073,,,,,
Ancona,ANCONA,OSTELLI PER LA GIOVENTU’,Ostelli,'OSTELLO PER LA GIOVENTU'' ANCONA',60100,via Lamaticci 7,VANNINO CECCHINELLI,ANCONA,ANCONA,7142257,7142257,,www.ostelloancona.it,ancona@aighostels.com,42002,5379,13499,43.6067,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,4 PINI,60100,Via della Madonnetta 10,A,Federico Marchetti,ANCONA,ANCONA,,,3275749482,http:,,www.4pini.it,info@4pini.it,42002,18854,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AFFITTACAMERE DEL VIAGGIATORE,60100,Via Giordano Bruno 4,Lamberto Morpurgo,ANCONA,ANCONA,,,3387656046,,info@affittacameredelviaggiatore.it,42002,18687,,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AFFITTACAMERE EURO,60100,corso giuseppe mazzini 142,Alessandro Farina,ANCONA,ANCONA,,,3474142011,,affittacamereeuro@hotmail.it,42002,13235,13.5142,43.6181,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AFFITTACAMERE IL GUASCO,60100,Via San Pietro 3,Gianluca Serpilli,ANCONA,ANCONA,71,9945538,,339,1798562,,info@serpilli.com,42002,19175,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AFFITTACAMERE LA STANZA DI FRANCESCA,60100,Via A. Tiraboschi 5,A,Francesca De Palma,ANCONA,ANCONA,712866222,,3357384869,,depalmacasa@gmail.com,42002,18813,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,AFFITTACAMERE SIROLO,60100,Via Galilei 6,Antonio Allegro,ANCONA,ANCONA,3470446647,,,,affittacamere.sirolo@gmail.com,42002,18658,,,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,AGRITURISMO LA SORGENTE,60100,frazione poggio 114,IDRENO NICCOLINI,ANCONA,ANCONA,71801202,,349 8322920,www.lasorgenteagriturismo.com,info@lasorgenteagriturismo.com,42002,13542,13575,43.5601,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,ALBERGO CANTIANI,60100,via Lorenzo Lotto 22,GIANCARLA ORGANI,ANCONA,ANCONA,7185728,714600344,3387306437,,albergocantiani@alice.it,42002,14001,13.5072,43.6056,,,,,
Ancona,ANCONA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,ALUIGI GIUSI,60100,via Frediani 22,GIUSI ALUIGI,ANCONA,ANCONA,,,3393761946,,studiolegalealuigi@libero.it,42002,17513,13.4151,43.6216,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,ANKON HOTEL,60100,via Loreto 13,A,LAURA BEVILACQUA,ANCONA,ANCONA,071 871106,071 871106,,www.ankonhotel.com,info@ankonhotel.com,42002,14877,13506,43.6034,,,,
Ancona,ANCONA,STABILIMENTI BALNEARI,Stabilimenti Balneari,AQUARIUM,60100,,Massimo Marcellini,ANCONA,ANCONA,,,333-4811585,,massimo_marcellini@libero.it,42002,12433,,,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,AZIENDA AGRITURISTICA RUSTICO DEL CONERO,60100,frazione Varano 199,RAFFAELA POLENTA,ANCONA,ANCONA,0712861821; 071804221; 07155100,712083597,3397943882,www.rusticodelconero.it,info@rusticodelconero.it,42002,1493,13.5299,43.5531,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B ALMA ANTIGUA,60100,via Lamaticci 10,IVANA PINO,ANCONA,ANCONA,345 1154144,071 35354,339 8003814,,ivapino@alice.it,42002,15763,13499,43.6067,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B AMENDOLA,60100,Corso Amendola 6,Luca Forlani,ANCONA,ANCONA,,,3280025564,,amendolabeb@yahoo.com,42002,18688,,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B ARMONIA,60100,via Montegrappa 33,FRANCA MAGISTRELLI,ANCONA,ANCONA,071 36443,,348 3350312,,magister09@libero.it,42002,13630,13.5289,43.6181,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B AURORA,60100,via Lazzaro Bernabei 3,ANNA PAOLA ORAZI,ANCONA,ANCONA,,,3393846387,,annapaolaorazi@yahoo.it,42002,15390,13.5115,43.62,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B BADIALI ORNELLA,60100,via alcide de gasperi 8,ORNELLA BADIALI,ANCONA,ANCONA,7144442,,3470656301,,,42002,13144,13.5041,43.6078,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B COLLE LAURO,60100,frazione massignano 110,LUCIANA CARILE,ANCONA,ANCONA,3284844057,,,www.collelauro.com,info@collelauro.com,42002,127,13.5837,43.5361,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B DEGLI ANGELI,60100,frazione varano 228,MARA TARUSCHIO,ANCONA,ANCONA,718046019,,3339151163,www.bbdegliangeli.it,info@bbdegliangeli.it,42002,12746,13.5466,43.5725,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B GLICINE,60100,Frazione Montesicuro 211,INGRID SUHRE,ANCONA,ANCONA,071 803311,,335 377105 339 8608445,www.glicineancona.it,glicine.ancona@virgilio.it,42002,14647,13.4591,43.5501,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B IL BOSCO DEGLI ALLORI,60100,via Montacuto 85,ANNALISA PASSARINI,ANCONA,ANCONA,,,349 5724822,,annalisapassarini@gmail.com,42002,16296,,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B IL CENTRO,60100,corso Giuseppe Garibaldi 27,TIZIANA TRANI,ANCONA,ANCONA,3202794847,,3498346926,ilcentro.vetrina-italia.it,info@vetrinaitalia.org,42002,14047,13.5109,43.6185,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B IL GIARDINO DI ANNA,60100,via tronto 1,NELVIO CESARONI,ANCONA,ANCONA,071 2181618,071 2181618,366 3607210,,n.cesaroni@tin.it,42002,14944,13.4563,43.6075,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B IL GRECALE,60100,via Archibugi 3,MARCO PICCIAFUOCO,ANCONA,ANCONA,7132184,7132184,3488424084,www.ilgrecaleancona.it,info@ilgrecaleancona.it;,42002,16876,,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA CASA DEL SOLE E DELLA LUNA,60100,frazione Montacuto 43,a,ALESSIA CARFAGNA,ANCONA,ANCONA,071.891950,,3381559281,,alessia.carfagna@libero.it,42002,14239,13.5424,43.5836,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA CASA DI LICIA di BUGLIONI ANNA PAOLA,60100,frazione Montesicuro 198,ANNA PAOLA BUGLIONI,ANCONA,ANCONA,39 3357371204,,,,bb@lacasadilicia.it,42002,12093,13.4662,43.5476,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA CIUETTA,60100,STRADA VECCHIA DI PIETRALACROCE 46,A,ANDREA CAIMMI,ANCONA,ANCONA,,,3495230061,,andreacaimmi@libero.it,42002,18556,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA PERSIANA,60100,VIA SENIGALLIA 14,OGHABI MEHRAN,ANCONA,ANCONA,,,3358258009,,lapersiana2016@gmail.com,42002,18549,,,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA SPIGHETTA,60100,frazione Gallignano 177,GIORGIO AUSILI,ANCONA,ANCONA,718028026,,3407367400,,mitiko5@tiscali.it,42002,13655,13.4278,43.5562,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LA TORRE DEL POGGIO,60100,frazione poggio 78,ANNA MARIA PERGOLESI,ANCONA,ANCONA,71801347,,3381444833,,info@latorredelpoggio.it,42002,13421,13.5806,43557,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B LE DUE TORRI di MORETTI ESTHER MARIANNA,60100,frazione aspio 74,ESTHER MARIANNA MORETTI,ANCONA,ANCONA,335308476,712916266,712916266,,leduetorri@alice.it,42002,13631,13495,43.5339,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B MONTE MARE di SAURO CORINALDESI,60100,frazione poggio 1a,SAURO CORINALDESI,ANCONA,ANCONA,71801035,,,,emanuele.agostinelli@fastnet.it,42002,13849,13.5751,43.5557,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B STELLE DEL CONERO,60100,via Alpi 17,ANNA LISA  CARDINALI,ANCONA,ANCONA,0712814594 - 333 7484739,,3337484739,www.stelledelconero.it,info@stelledelconero.it,42002,14075,13.4832,43.5927,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B TRESTELLE,60100,via San Martino 10,ANGELA MESCA,ANCONA,ANCONA,320 1658946,,320 1658946,,bebtrestelle@gmail.com,42002,15659,13.5131,43.6162,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B VILLA FIORECONERO,60100,strada del castellano 42,VIVIANA SALATI,ANCONA,ANCONA,3397163600,71898313,3491686845,www.villafioreconero.it,info@villafioreconero.it,42002,14969,13.5234,43.5953,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,B&B VISTAZZURRA,60100,Via Tronto 59,Roberto Iobbi,ANCONA,ANCONA,3425875967,,335,7183156,www.vistazzurra.it,info@vistazzurra.it,42002,19173,,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,BENADDUCI E TAGLIARINI,60100,frazione poggio 127,RODOLFO TAGLIARINI,ANCONA,ANCONA,71801097,71801097,3485256269,www.agriturismoconero.it,azbeta@tin.it,42002,1495,13575,43.5601,,,,,
Ancona,ANCONA,STABILIMENTI BALNEARI,Stabilimenti Balneari,CAKAO BEACH,60100,Palombina nuova 23,ROBERTO COLELLA,ANCONA,ANCONA,3356770105,,3356770105,cakaobeachclub@gmail.com,,42002,17512,13.4151,43.6216,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,CAMERA CON VISTA,60100,VIA CIALDINI 5,ARMANDO SIMONE CELLO,ANCONA,ANCONA,,,3334815019,,cameraconvista.ancona@gmail.com,42002,18611,,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,CASA DEL DARDA,60100,,MARCO DARDANI,ANCONA,ANCONA,,,339,6289619,,info@darda.it,42002,19146,,,,,,
Ancona,ANCONA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,CASAMASSIMA FRANCO,60100,Via S. Stefano 34,Franco Casamassima,ANCONA,ANCONA,,,,,,42002,18747,,,,,,,
Ancona,ANCONA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,CONEROBELLAVISTA di BENADDUCI P. E ROSSETTI C.,60100,frazione Poggio 137,"CATIA, PIERFRANCESCO ROSSETTI, BENADDUCI",ANCONA,ANCONA,071 801431,,333 9366994,,katia.ross@libero.it,42002,15767,13.5751,43.5557,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,COPPOLA GIANCARLO & FIGLI,60100,frazione Massignano 68,PAOLA COPPOLA,ANCONA,ANCONA,712806675,712806675,,www.agriturismoconero.com,coppolagiamaglipaola@yahoo.it,42002,14933,13.5837,43.5361,,,,,
Ancona,ANCONA,CASE PER FERIE,Case per Ferie,CRISTO RE,60100,via Isonzo 194,A,ERNESTA FRANCESCUTI,ANCONA,ANCONA,7134385,7136420,,,suorefrancescane.an@libero.it,42002,5383,13528,43.6133,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 2 stelle,DORICO,60100,via Flaminia 8,ROBERTO SILVESTRELLI,ANCONA,ANCONA,071 43009,071 42761,,www.albergodorico.com,hoteldorico@gmail.com,42002,11458,13.4967,43.6068,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 4 stelle,EXCELSIOR LA FONTE,60100,frazione Poggio 160,GRAZIANA MANFREDI,ANCONA,ANCONA,71801470,71801474,,www.excelsiorlafonte.it,info@excelsiorlafonte.it,42002,11476,13.5751,43.5557,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,FORTUNA,60100,piazza Carlo & Nello Rosselli 15,ELISABETTA CAPUTO,ANCONA,ANCONA,7142663,7142662,,www.hotelfortuna.it,info@hotelfortuna.it,42002,11465,13498,43.6069,,,,,
Ancona,ANCONA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,G. & D. APPARTAMENTO AD USO TURISTICO,60100,Via Vittorio Veneto 26,Giuseppina Costantini,ANCONA,ANCONA,712071816,,,,miccio2009@libero.it,42002,19071,,,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 2 stelle,GINO,60100,via Flaminia 4,ROBERTO POLVERINI,ANCONA,ANCONA,07141157; 071 42179; 071 42996,7142179,,,hotel.gino@tiscalinet.it,42002,11474,13.4967,43.6068,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 4 stelle,GRAND HOTEL PASSETTO,60100,via Paolo Thaon de Revel 1,ORNELLA PIERMATTEI,ANCONA,ANCONA,071 31307,8,9,071 32856,,www.hotelpassetto.it,info@hotelpassetto.it,42002,11454,13.5364,43611,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,HOTEL CITY,60100,via Giacomo Matteotti 112,LETIZIA GUZZINI,ANCONA,ANCONA,071 2070949,071 2070372,,www.hotelcityancona.it,info@hotelcityancona.it,42002,11471,13.5164,43.6185,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,HOTEL DELLA ROSA,60100,piazza Carlo e Nello Rosselli 3,LETIZIA GUZZINI,ANCONA,ANCONA,7142651,7142651,,www.hoteldellarosa.it,info@hoteldellarosa.it,42002,11470,13.4984,43607,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,HOTEL DELLA VITTORIA,60100,via Fabio Filzi 2,ROBERTO DE CHELLIS,ANCONA,ANCONA,071 55764,071 55764,,www.hoteldellavittoria.com,info@hoteldellavittoria.com,42002,18531,,,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,IL MANDORLO,60100,frazione varano 184,DEEPANJOLI FRITTELLI,ANCONA,ANCONA,3393839489,2700527710,3393839489; 3335443205,www.agriturismoilmandorlo.it,alfredo.frittelli@alice.it,42002,1611,13.5299,43.5531,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 2 stelle,ITALIA,60100,piazza Carlo e Nello Rosselli 9,CLAUDIO BARTOZZI,ANCONA,ANCONA,7142607,7144221,,www.albergoitaliaancona.com,hotel-italia@libero.it,42002,11468,13.4984,43607,,,,,
Ancona,ANCONA,STABILIMENTI BALNEARI,Stabilimenti Balneari,LA CAPANNINA,60100,frazione Poggio 1,LORENZA IACOPINI,ANCONA,ANCONA,071 801562,,,www.lacapannina-portonovo.com,info@lacapanninadiportonovo.it,42002,17784,13.5751,43.5557,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,LA CARPINELLA,60100,frazione Poggio 158,PIERGIORGIO GIGLI,ANCONA,ANCONA,713580329,,3409660177,www.lacarpinella.it,info@lacarpinella.it; piergi67@yahoo.it,42002,773,13.5975,43.5613,,,,,
Ancona,ANCONA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,LA CASA DI PALLINA,60100,largo Giovanni Bovio 7,PAOLA CRESCINI,ANCONA,ANCONA,347 1295212,,347 1295212,www.lacasadipallina.com,paola.crescini@gmail.com,42002,14893,13.5133,43.6068,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,LA TANA DEL NANO,60100,Via Ragusa 8,Olga Lanari,ANCONA,ANCONA,,,3388427028,,popi69@libero.it,42002,18928,,,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,LE FONTANELLE,60100,STRADA DELLE FONTANELLE  5,MARIA GRAZIA MAIOLINI,ANCONA,ANCONA,,,3314978324,,lefontanelle2015@gmail.com,42002,18477,,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,LE TORRI,60100,via Saffi 12,ANNA BASTIANO,ANCONA,ANCONA,,712075987,335 7092440,,letorriaffittacamere@libero.it,42002,16792,,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,MANCINELLI MAURO,60100,via mario torresi 113,MAURO MANCINELLI,ANCONA,ANCONA,,,335 7468171,,mancinellimauro@libero.it,42002,15741,13.5136,43601,,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 3 stelle,MILANO,60100,via Montebello 1,a,CORRADO BOARINI,ANCONA,ANCONA,71201147,,,,info@hotelmilano-hm.it,42002,11456,13.5174,43615,,,,
Ancona,ANCONA,ALBERGHI,Alberghi 4 stelle,NH ANCONA,60100,via Rupi di via XXIX Settembre 14,DONATO ANTONIO SAMBUCO,ANCONA,ANCONA,71201171,71206823,,www.nh-hotels.it,nhancona@nh-hotels.com,42002,11473,13.5061,43.6155,,,,,
Ancona,ANCONA,CASE PER FERIE,Case per Ferie,PENSIONATO UNIVERSITARIO DON BOSCO,60100,corso carlo alberto 77,NAZZARENO CENTIONI,ANCONA,ANCONA,712810248,712810326,,,pasquale.orlandi@salesianiadriatica.it,42002,5378,13.5069,43.6049,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,POGGIO AGLI ULIVI,60100,Frazione Montesicuro 215,TAMARA BERLUTI,ANCONA,ANCONA,071 803423,71803423,327 0485351,www.poggioagliulivi.com,info@poggioagliulivi.com,42002,14263,13.4591,43.5501,,,,,
Ancona,ANCONA,BED & BREAKFAST,BedBreakfast,RAYO DE SOL,60100,Via Pietro Ranieri 22,D,Ana Teresa D. Carmen Guaba Tineo,ANCONA,ANCONA,,,3315002799,,guaba.teresa@libero.it,42002,18975,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE DEGLI ARANCI,60100,via degli Aranci 1,CARMELITA GRILLI,ANCONA,ANCONA,71203699,712077554,338-2166125,www.residencedegliaranci.com,info@residencedegliaranci.com,42002,4430,13.5102,43.6198,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE EXECUTIVE,60100,'piazzale della Liberta'' 9',Residence Executive Adonella Revelant,ANCONA,ANCONA,7154836,71200961,,www.executive-residence.it,info@executive-residence.it,42002,4431,13.5159,43.6096,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE JUNIOR,60100,via Torrioni 5,CARMELITA GRILLI,ANCONA,ANCONA,71203699,712077554,,www.residencedegliaranci.com,info@residencedegliaranci.com,42002,4429,13.5121,43.6164,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE SOLE DEL CONERO,60100,frazione varano 383,SERGIO STACCHIOTTI,ANCONA,ANCONA,71,2861212; 2916461,71,2866597,3483989208--3351794845,www.residencesoledelconero.com,info@residencesoledelconero.com,42002,14074,13.5224,43.5741,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Case ed Appartamenti per Vacanze,RESIDENCE VANVITELLI,60100,vicolo della serpe 2,ALESSANDRO FARINA,ANCONA,ANCONA,71206023,71206023,3388974705,www.residencevanvitelli.it,info@residencevanvitelli.it,42002,13781,13.5104,43.6217,,,,,
Ancona,ANCONA,ALLOGGI AGRITURISTICI,Agriturismi,ROSSO CONERO,60100,frazione varano 147,GRAZIELLA LUCESOLE,ANCONA,ANCONA,712861204,712861204,,,info@fattorialucesole.it,42002,1497,13.5473,43.5661,,,,,
Ancona,ANCONA,ALTRI ALLOGGI PRIVATI,Appartamenti Ammobiliati uso turistico,SIGNORINI SILVIA,60100,Via Matteotti 77,Silvia Signorini,ANCONA,ANCONA,,,3334436297,,philosophycasa@legalmail.it,42002,18684,,,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,SIMONETTI LEONDINA,60100,via Flaminia 258,,ANCONA,ANCONA,071 9190104,,347 4847345,,,42002,775,13.4529,43.6105,,,,,
Ancona,ANCONA,ALLOGGI IN AFFITTO,Affittacamere,SIMONETTI LEONDINA,60100,via Guglielmo Marconi 159,,ANCONA,ANCONA,719190104,,3474847345,,,42002,774,13.5018,43.6081,,,,,
